book_id,isbn,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,image_url,small_image_url,popularity,price
869,1933372605,"Muriel Barbery, Alison Anderson",2006,L'??l??gance du h??risson,The Elegance of the Hedgehog,eng,3.73,101669,118556,15335,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,5,91.57
870,743270754,"Doris Kearns Goodwin, Suzanne Toren",2005,Team of Rivals: The Political Genius of Abraham Lincoln,Team of Rivals: The Political Genius of Abraham Lincoln,eng,4.3,102923,107944,5875,https://images.gr-assets.com/books/1347278868m/2199.jpg,https://images.gr-assets.com/books/1347278868s/2199.jpg,8,59.1
871,441018645,Charlaine Harris,2010,Dead in the Family,"Dead in the Family (Sookie Stackhouse, #10)",en-US,3.88,127379,138027,5325,https://images.gr-assets.com/books/1290479828m/7091488.jpg,https://images.gr-assets.com/books/1290479828s/7091488.jpg,6,103.68
872,679720219,"Albert Camus, Stuart Gilbert",1947,La peste,The Plague,en-US,3.97,95803,111823,3494,https://images.gr-assets.com/books/1342837610m/11989.jpg,https://images.gr-assets.com/books/1342837610s/11989.jpg,1,106.36
873,439206480,"Lemony Snicket, Brett Helquist",1999,The Reptile Room,"The Reptile Room (A Series of Unfortunate Events, #2)",eng,3.95,130213,141121,4863,https://images.gr-assets.com/books/1352146294m/78418.jpg,https://images.gr-assets.com/books/1352146294s/78418.jpg,8,64.88
874,145162137X,Susannah Cahalan,2012,Brain on Fire,Brain on Fire: My Month of Madness,eng,4,92849,103617,8593,https://images.gr-assets.com/books/1353173297m/13547180.jpg,https://images.gr-assets.com/books/1353173297s/13547180.jpg,4,17.5
875,61214655,Melissa Marr,2007,Wicked Lovely ,"Wicked Lovely (Wicked Lovely, #1)",en-US,3.69,131034,136316,6591,https://images.gr-assets.com/books/1327814035m/305234.jpg,https://images.gr-assets.com/books/1327814035s/305234.jpg,3,24.84
876,039515023X,H.A. Rey,1941,Curious George,Curious George,en-CA,4.13,105473,112467,845,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2,108.38
877,525457585,"Michael Ende, Ralph Manheim, Roswitha Quadflieg",1979,Die unendliche Geschichte,The Neverending Story,eng,4.17,109110,124555,4303,https://images.gr-assets.com/books/1327871159m/27712.jpg,https://images.gr-assets.com/books/1327871159s/27712.jpg,10,72.36
878,571212921,Sylvia Nasar,1998,A Beautiful Mind,A Beautiful Mind,en-GB,4.12,98276,100629,1100,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1,55.41
879,1884365302,"Upton Sinclair, Earl Lee, Kathleen DeGrave",1906,The Jungle,The Jungle,eng,3.72,97468,109522,4750,https://images.gr-assets.com/books/1332140681m/41681.jpg,https://images.gr-assets.com/books/1332140681s/41681.jpg,8,93.61
880,61662690,Kelley Armstrong,2008,The Summoning,"The Summoning (Darkest Powers, #1)",en-US,4.03,132285,136832,5830,https://images.gr-assets.com/books/1478986944m/2800905.jpg,https://images.gr-assets.com/books/1478986944s/2800905.jpg,5,13.47
881,684853949,Oliver Sacks,1985,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,en-US,4.04,102419,111090,4238,https://images.gr-assets.com/books/1447047702m/63697.jpg,https://images.gr-assets.com/books/1447047702s/63697.jpg,9,111.38
882,006074815X,Ken Follett,1978,Storm Island,Eye of the Needle,en-US,4.16,93475,99971,1990,https://images.gr-assets.com/books/1327939511m/92364.jpg,https://images.gr-assets.com/books/1327939511s/92364.jpg,10,98.68
883,1860498809,Margaret Atwood,2000,The Blind Assassin,The Blind Assassin,eng,3.95,98464,111284,5908,https://images.gr-assets.com/books/1451445426m/78433.jpg,https://images.gr-assets.com/books/1451445426s/78433.jpg,8,102.22
884,1594747350,Ransom Riggs,2014,Hollow City,"Hollow City (Miss PeregrineÉ??s Peculiar Children, #2)",eng,4.07,73149,132924,14221,https://images.gr-assets.com/books/1429175859m/23164983.jpg,https://images.gr-assets.com/books/1429175859s/23164983.jpg,2,26.98
885,375727345,Andre Dubus III,1999,House of Sand and Fog,House of Sand and Fog,eng,3.83,55381,104803,3589,https://images.gr-assets.com/books/1428883041m/359770.jpg,https://images.gr-assets.com/books/1428883041s/359770.jpg,2,46.43
886,356500152,M.R. Carey,2014,The Girl with All the Gifts,The Girl with All the Gifts,eng,3.93,99729,119493,14701,https://images.gr-assets.com/books/1403033579m/17235026.jpg,https://images.gr-assets.com/books/1403033579s/17235026.jpg,4,58.48
887,067973225X,William Faulkner,1930,As I Lay Dying,As I Lay Dying,eng,3.72,103547,110705,5508,https://images.gr-assets.com/books/1451810782m/77013.jpg,https://images.gr-assets.com/books/1451810782s/77013.jpg,3,32.58
888,747532036,Crockett Johnson,1955,Harold and the Purple Crayon,Harold and the Purple Crayon,eng,4.24,107221,109752,1570,https://images.gr-assets.com/books/1327390957m/98573.jpg,https://images.gr-assets.com/books/1327390957s/98573.jpg,6,84.05
889,451218043,J.R. Ward,2006,"Lover Eternal (Black Dagger Brotherhood, #2)","Lover Eternal (Black Dagger Brotherhood, #2)",eng,4.35,137558,146205,5559,https://images.gr-assets.com/books/1300845974m/35729.jpg,https://images.gr-assets.com/books/1300845974s/35729.jpg,7,41.81
890,553803735,Isaac Asimov,1953,,Second Foundation (Foundation #3),eng,4.23,96865,105839,1675,https://images.gr-assets.com/books/1417900922m/29580.jpg,https://images.gr-assets.com/books/1417900922s/29580.jpg,10,98.06
891,451458125,Jim Butcher,2001,Fool Moon ,"Fool Moon (The Dresden Files, #2)",eng,4.04,111371,122158,5269,https://images.gr-assets.com/books/1345556849m/91477.jpg,https://images.gr-assets.com/books/1345556849s/91477.jpg,4,11.38
892,316204366,Malcolm Gladwell,2011,David and Goliath,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",eng,3.9,90083,101707,7317,https://images.gr-assets.com/books/1391813567m/15751404.jpg,https://images.gr-assets.com/books/1391813567s/15751404.jpg,8,35.53
893,1591169208,"Hiromu Arakawa, Akira Watanabe",2002,Ç?¨?Å?Ç?™Ç??ä≠?Ü?Æ 1,"Fullmetal Alchemist, Vol. 1 (Fullmetal Alchemist, #1)",eng,4.49,93990,94768,1103,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,9,7.77
894,61020648,Terry Pratchett,1989,Guards! Guards!,"Guards! Guards! (Discworld, #8)",eng,4.32,108652,119069,2610,https://images.gr-assets.com/books/1431127356m/64216.jpg,https://images.gr-assets.com/books/1431127356s/64216.jpg,1,101.57
895,1400078431,Joan Didion,2005,The Year of Magical Thinking,The Year of Magical Thinking,eng,3.86,94590,99308,7729,https://images.gr-assets.com/books/1327878638m/7815.jpg,https://images.gr-assets.com/books/1327878638s/7815.jpg,4,73.85
896,006112429X,Lionel Shriver,2003,We Need to Talk About Kevin,We Need to Talk About Kevin,eng,4.07,101343,113939,11369,https://images.gr-assets.com/books/1327865017m/80660.jpg,https://images.gr-assets.com/books/1327865017s/80660.jpg,3,53.59
897,1857231589,Arthur C. Clarke,1973,Rendezvous with Rama,"Rendezvous with Rama (Rama, #1)",eng,4.06,93151,103414,2773,https://images.gr-assets.com/books/1405456427m/112537.jpg,https://images.gr-assets.com/books/1405456427s/112537.jpg,6,102.9
898,345419626,Anne Rice,1988,The Queen of the Damned,"The Queen of the Damned (The Vampire Chronicles, #3)",eng,3.86,110693,117289,1921,https://images.gr-assets.com/books/1327871992m/43758.jpg,https://images.gr-assets.com/books/1327871992s/43758.jpg,9,9.6
899,159308143X,"Edith Wharton, Maureen Howard",1920,The Age of Innocence,The Age of Innocence,eng,3.93,102646,114994,5051,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,4,58.09
900,199291152,Richard Dawkins,1976,The Selfish Gene,The Selfish Gene,eng,4.11,96564,101017,2460,https://images.gr-assets.com/books/1366758096m/61535.jpg,https://images.gr-assets.com/books/1366758096s/61535.jpg,5,3.59
901,142001430,Geraldine Brooks,2001,Year of Wonders: A Novel of the Plague,Year of Wonders,eng,4,104283,108029,8124,https://images.gr-assets.com/books/1327936622m/4965.jpg,https://images.gr-assets.com/books/1327936622s/4965.jpg,6,7.01
902,446612731,Michael Connelly,1992,The Black Echo,"The Black Echo (Harry Bosch, #1; Harry Bosch Universe, #1)",eng,4.08,98591,108388,3068,https://images.gr-assets.com/books/1344265342m/32508.jpg,https://images.gr-assets.com/books/1344265342s/32508.jpg,10,90.98
903,452281253,Ayn Rand,1938,Anthem,Anthem,eng,3.62,95620,106766,7096,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,4,106.54
904,1936305623,Sylvain Reynard,2011,Gabriel's Inferno,"Gabriel's Inferno (Gabriel's Inferno, #1)",eng,4.02,119633,127883,7192,https://images.gr-assets.com/books/1301789770m/10140661.jpg,https://images.gr-assets.com/books/1301789770s/10140661.jpg,4,86.97
905,689707495,"Judi Barrett, Ron Barrett",1978,Cloudy with a Chance of Meatballs,Cloudy With a Chance of Meatballs,eng,4.15,104677,105520,1782,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2,69.25
906,1400068932,Helen Simonson,2010,Major Pettigrew's Last Stand,Major Pettigrew's Last Stand,eng,3.87,97745,109311,11386,https://images.gr-assets.com/books/1320539020m/6643090.jpg,https://images.gr-assets.com/books/1320539020s/6643090.jpg,5,90.16
907,425227510,Nora Roberts,2009,Vision in White,"Vision in White (Bride Quartet, #1)",eng,4.1,103933,107747,3560,https://images.gr-assets.com/books/1316972164m/5598113.jpg,https://images.gr-assets.com/books/1316972164s/5598113.jpg,9,23.71
908,074349671X,Jodi Picoult,2006,The Tenth Circle,The Tenth Circle,eng,3.48,99170,103155,5101,https://images.gr-assets.com/books/1348575053m/10909.jpg,https://images.gr-assets.com/books/1348575053s/10909.jpg,8,38.59
909,1423140567,Rick Riordan,2011,The Throne of Fire,"The Throne of Fire (Kane Chronicles, #2)",eng,4.2,116360,123024,4900,https://images.gr-assets.com/books/1366227973m/9067850.jpg,https://images.gr-assets.com/books/1366227973s/9067850.jpg,2,99.42
910,765348276,John Scalzi,2005,Old Man's War,"Old Man's War (Old Man's War, #1)",eng,4.23,97653,109133,6878,https://images.gr-assets.com/books/1487044882m/51964.jpg,https://images.gr-assets.com/books/1487044882s/51964.jpg,9,42.93
911,831727527,Stephen King,1992,Gerald's Game,Gerald's Game,eng,3.47,100158,105777,2445,https://images.gr-assets.com/books/1297737756m/32692.jpg,https://images.gr-assets.com/books/1297737756s/32692.jpg,2,5.14
912,140255559,Janet Evanovich,1996,Two for the Dough,"Two for the Dough (Stephanie Plum, #2)",eng,4.11,116171,127548,4045,https://images.gr-assets.com/books/1330926461m/6427.jpg,https://images.gr-assets.com/books/1330926461s/6427.jpg,8,30.43
913,684818701,"Irma S. Rombauer, Marion Rombauer Becker, Ethan Becker",1931,The Joy of Cooking,The Joy of Cooking,,4.14,102348,105920,1009,https://images.gr-assets.com/books/1379313627m/327847.jpg,https://images.gr-assets.com/books/1379313627s/327847.jpg,7,39.77
914,60510862,Joe Haldeman,1974,The Forever War,"The Forever War (The Forever War, #1)",eng,4.15,87636,101775,4340,https://images.gr-assets.com/books/1386852511m/21611.jpg,https://images.gr-assets.com/books/1386852511s/21611.jpg,5,73.15
915,8497597729,"Stephen King, Bettina Blanch Tyroller",1994,Insomnia,Insomnia,spa,3.79,100972,109444,2296,https://images.gr-assets.com/books/1354355494m/10585.jpg,https://images.gr-assets.com/books/1354355494s/10585.jpg,4,53.95
916,812971060,Azar Nafisi,2003,Reading Lolita in Tehran: A Memoir in Books,Reading Lolita in Tehran,eng,3.57,94696,98413,6576,https://images.gr-assets.com/books/1397751318m/7603.jpg,https://images.gr-assets.com/books/1397751318s/7603.jpg,8,1.63
917,575079797,Joe Abercrombie,2006,The Blade Itself,"The Blade Itself (The First Law, #1)",eng,4.14,97501,107614,5521,https://images.gr-assets.com/books/1284167912m/944073.jpg,https://images.gr-assets.com/books/1284167912s/944073.jpg,2,105.33
918,786851473,Eoin Colfer,2002,The Arctic Incident,"The Arctic Incident (Artemis Fowl, #2)",eng,3.94,108031,114867,2434,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,10,29.3
919,743225422,Annie Proulx,1993,The Shipping News,The Shipping News,eng,3.83,103151,109047,4044,https://images.gr-assets.com/books/1469036074m/7354.jpg,https://images.gr-assets.com/books/1469036074s/7354.jpg,2,62.98
920,1607747308,"Marie Kondèç, Cathy Hirano",2011,Ñßßá???Å??Å??Åç??Å?Åèá???Åù?Å??Å?Ç??ë??,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,eng,3.77,105063,129409,17320,https://images.gr-assets.com/books/1418767178m/22318578.jpg,https://images.gr-assets.com/books/1418767178s/22318578.jpg,4,14.79
921,385755880,"Jennifer Niven, ?Å?Ò?????? ??????????",2015,All the Bright Places,All the Bright Places,eng,4.19,132087,146542,21192,https://images.gr-assets.com/books/1404331702m/18460392.jpg,https://images.gr-assets.com/books/1404331702s/18460392.jpg,7,7.79
922,671011367,Kathy Reichs,1997,D??j?ˇ Dead,"D??j?ˇ Dead (Temperance Brennan, #1)",eng,3.86,100369,107636,3098,https://images.gr-assets.com/books/1334157601m/231604.jpg,https://images.gr-assets.com/books/1334157601s/231604.jpg,9,80.5
923,552562521,Michael Scott,2007,The Alchemyst: The Secrets of The Immortal Nicholas Flamel,"The Alchemyst (The Secrets of the Immortal Nicholas Flamel, #1)",eng,3.84,58396,115864,7165,https://images.gr-assets.com/books/1361310229m/17402605.jpg,https://images.gr-assets.com/books/1361310229s/17402605.jpg,2,88.65
924,374203059,Jeffrey Eugenides,2011,The Marriage Plot,The Marriage Plot,eng,3.42,90551,99271,10634,https://images.gr-assets.com/books/1328736940m/10964693.jpg,https://images.gr-assets.com/books/1328736940s/10964693.jpg,3,77.53
925,61120251,"Isabel Allende, Margaret Sayers Peden",1998,Hija de la fortuna,Daughter of Fortune,eng,3.89,89770,96939,3142,https://images.gr-assets.com/books/1299666780m/16527.jpg,https://images.gr-assets.com/books/1299666780s/16527.jpg,1,10.07
926,1476789630,Jessica Knoll,2015,Luckiest Girl Alive,Luckiest Girl Alive,eng,3.48,82504,98163,9278,https://images.gr-assets.com/books/1425975301m/22609317.jpg,https://images.gr-assets.com/books/1425975301s/22609317.jpg,3,52.17
927,689865198,Ellen Hopkins,2004,"Crank (Crank, #1)","Crank (Crank, #1)",eng,4.16,104168,105823,7239,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,4,98.7
928,545424925,Maggie Stiefvater,2012,The Raven Boys,"The Raven Boys (The Raven Cycle, #1)",eng,4.05,121727,159696,20296,https://images.gr-assets.com/books/1477103737m/17675462.jpg,https://images.gr-assets.com/books/1477103737s/17675462.jpg,6,75.15
929,031286504X,Richard Matheson,1954,I Am Legend and Other Stories,I Am Legend and Other Stories,eng,3.99,98795,102941,4383,https://images.gr-assets.com/books/1317791583m/547094.jpg,https://images.gr-assets.com/books/1317791583s/547094.jpg,7,43.99
930,140006208X,Elizabeth Strout,2008,Olive Kitteridge,Olive Kitteridge,eng,3.78,85019,108518,14175,https://images.gr-assets.com/books/1320430655m/1736739.jpg,https://images.gr-assets.com/books/1320430655s/1736739.jpg,9,71.73
931,081299499X,"Lena Dunham, Joana Avillez",2014,Not that Kind of Girl,"Not That Kind of Girl: A Young Woman Tells You What She's ""Learned""",eng,3.33,88251,97626,7732,https://images.gr-assets.com/books/1402816003m/20588698.jpg,https://images.gr-assets.com/books/1402816003s/20588698.jpg,5,89.79
932,66620996,James C. Collins,2001,Good to Great: Why Some Companies Make the Leap... and Others Don't,Good to Great: Why Some Companies Make the Leap... and Others Don't,eng,4.04,85277,88373,3100,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,8,55.85
933,803734611,Kristin Cashore,2009,Fire,"Fire (Graceling Realm, #2)",en-US,4.12,98180,133462,9159,https://images.gr-assets.com/books/1331535456m/6137154.jpg,https://images.gr-assets.com/books/1331535456s/6137154.jpg,2,37.14
934,,Samuel Beckett,1952,En attendant Godot,Waiting for Godot,eng,3.81,98950,113243,3767,https://images.gr-assets.com/books/1327910301m/17716.jpg,https://images.gr-assets.com/books/1327910301s/17716.jpg,2,53.42
935,439236193,Jack London,1906,White Fang,White Fang,eng,3.94,100223,114519,3017,https://images.gr-assets.com/books/1475878443m/43035.jpg,https://images.gr-assets.com/books/1475878443s/43035.jpg,2,73.22
936,141651693X,"Stephen King, Bernie Wrightson",2003,Wolves of the Calla,"Wolves of the Calla (The Dark Tower, #5)",eng,4.17,98182,109648,2874,https://images.gr-assets.com/books/1419360231m/4978.jpg,https://images.gr-assets.com/books/1419360231s/4978.jpg,7,48.2
937,440238609,Philip Pullman,2000,His Dark Materials,His Dark Materials (His Dark Materials #1-3),eng,4.25,88227,102040,4499,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,7,82.57
938,1480095532,J.A. Redmerski,2012,The Edge of Never,"The Edge of Never (The Edge of Never, #1)",en-US,4.26,117508,127686,10763,https://images.gr-assets.com/books/1358810128m/16081272.jpg,https://images.gr-assets.com/books/1358810128s/16081272.jpg,8,3.15
939,006222543X,Kimberly McCreight,2013,Reconstructing Amelia,Reconstructing Amelia,eng,3.82,86965,99269,10243,https://images.gr-assets.com/books/1350193583m/15776309.jpg,https://images.gr-assets.com/books/1350193583s/15776309.jpg,1,73.51
940,525426582,Jojo Moyes,2014,The One Plus One,One Plus One,eng,3.94,87412,105933,9884,https://images.gr-assets.com/books/1403185695m/18693716.jpg,https://images.gr-assets.com/books/1403185695s/18693716.jpg,9,44.22
941,312305060,Michael Cunningham,1998,The Hours,The Hours,en-US,3.91,97462,106608,4109,https://images.gr-assets.com/books/1479663379m/11899.jpg,https://images.gr-assets.com/books/1479663379s/11899.jpg,6,38.92
